sequence,target_id,offset,char,depth,role,paired_target,paired_offset
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P023,38,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P026,229
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P026,229,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P023,38
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P028,90,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P032,229
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P032,229,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P028,90
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P035,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P043,376
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P043,376,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P035,12
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,61,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,69
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,69,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P069,61
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P131,62,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P131,74
PASSION24.TEXT.PART_III_MARY_SORROWS:body,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P131,74,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P131,62
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P010,208,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P013,113
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P013,113,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P010,208
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P014,16,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P017,114
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P017,114,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P014,16
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P021,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P036,220
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P036,220,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P021,12
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P039,53,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,317
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P047,317,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P039,53
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P048,78,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P052,49
PASSION24.TEXT.RELATED_HOUR_01:body,PASSION24.TEXT.RELATED_HOUR_01.BODY.P052,49,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_01.BODY.P048,78
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P002,25,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P002,92
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P002,92,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P002,25
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P004,23,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P004,90
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P004,90,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P004,23
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P006,15,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P006,99
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P006,99,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P006,15
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P007,20,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_02.BODY.P010,51
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P010,51,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_02.BODY.P007,20
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P011,263,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P017,122
PASSION24.TEXT.RELATED_HOUR_02:body,PASSION24.TEXT.RELATED_HOUR_02.BODY.P017,122,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.TEXT.RELATED_HOUR_02.BODY.P011,263
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P005,101,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_03.BODY.P017,81
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P017,81,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_03.BODY.P005,101
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P018,17,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_03.BODY.P019,72
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P019,72,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_03.BODY.P018,17
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P020,17,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_03.BODY.P033,207
PASSION24.TEXT.RELATED_HOUR_03:body,PASSION24.TEXT.RELATED_HOUR_03.BODY.P033,207,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_03.BODY.P020,17
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P034,56,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P035,181
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P035,181,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P034,56
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P055,27,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P055,129
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P055,129,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P055,27
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P094,24,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P110,184
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P110,184,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P094,24
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P112,15,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P121,118
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P121,118,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P112,15
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P124,47,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P140,305
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P140,305,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P124,47
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P145,20,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P145,81
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P145,81,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_04.BODY.P145,20
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P146,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P162,283
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P162,283,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P146,12
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P169,14,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P175,115
PASSION24.TEXT.RELATED_HOUR_04:body,PASSION24.TEXT.RELATED_HOUR_04.BODY.P175,115,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_04.BODY.P169,14
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P007,143,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P014,378
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P014,378,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P007,143
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P018,84,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P027,140
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P027,140,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P018,84
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P029,213,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P040,265
PASSION24.TEXT.RELATED_HOUR_05:body,PASSION24.TEXT.RELATED_HOUR_05.BODY.P040,265,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_05.BODY.P029,213
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P003,44,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P003,95
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P003,95,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P003,44
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,70,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P013,521
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P013,521,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,70
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P016,18,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P017,105
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P017,105,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P016,18
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P018,14,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P021,128
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P021,128,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P018,14
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P022,28,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033,110
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P033,110,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P022,28
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P034,42,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P034,93
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P034,93,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P034,42
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P035,46,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,120
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,120,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P035,46
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P047,59,«,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P047,114
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P047,114,»,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P047,59
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,211,«,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,258
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,258,»,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P051,211
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P053,122,«,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P054,34
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P054,34,»,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P053,122
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P068,312,«,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P069,71
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P069,71,»,2,MEANINGFUL_NESTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_06.BODY.P068,312
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,163,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P071,183
PASSION24.TEXT.RELATED_HOUR_06:body,PASSION24.TEXT.RELATED_HOUR_06.BODY.P071,183,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_06.BODY.P036,163
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P007,59,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,42
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,42,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P007,59
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,95,«,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_07.BODY.P037,43
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P037,43,»,1,REPORTED_QUOTE_KEEP,PASSION24.TEXT.RELATED_HOUR_07.BODY.P036,95
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P038,26,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P047,297
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P047,297,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P038,26
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P049,228,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P065,162
PASSION24.TEXT.RELATED_HOUR_07:body,PASSION24.TEXT.RELATED_HOUR_07.BODY.P065,162,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_07.BODY.P049,228
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P007,40,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P021,122
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P021,122,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P007,40
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P027,41,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P042,83
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P042,83,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P027,41
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P046,35,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P051,76
PASSION24.TEXT.RELATED_HOUR_08:body,PASSION24.TEXT.RELATED_HOUR_08.BODY.P051,76,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_08.BODY.P046,35
PASSION24.TEXT.RELATED_HOUR_09:body,PASSION24.TEXT.RELATED_HOUR_09.BODY.P006,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_09.BODY.P017,139
PASSION24.TEXT.RELATED_HOUR_09:body,PASSION24.TEXT.RELATED_HOUR_09.BODY.P017,139,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_09.BODY.P006,12
PASSION24.TEXT.RELATED_HOUR_09:body,PASSION24.TEXT.RELATED_HOUR_09.BODY.P019,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_09.BODY.P021,147
PASSION24.TEXT.RELATED_HOUR_09:body,PASSION24.TEXT.RELATED_HOUR_09.BODY.P021,147,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_09.BODY.P019,12
PASSION24.TEXT.RELATED_HOUR_10:body,PASSION24.TEXT.RELATED_HOUR_10.BODY.P006,282,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,267
PASSION24.TEXT.RELATED_HOUR_10:body,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,267,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_10.BODY.P006,282
PASSION24.TEXT.RELATED_HOUR_10:body,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,293,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,566
PASSION24.TEXT.RELATED_HOUR_10:body,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,566,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,293
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P008,117,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P015,199
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P015,199,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P008,117
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P020,122,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P024,223
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P024,223,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P020,122
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P026,28,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P036,98
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P036,98,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P026,28
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P038,91,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P044,62
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P044,62,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P038,91
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,26,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,215
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,215,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P047,26
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,60,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,186
PASSION24.TEXT.RELATED_HOUR_11:body,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,186,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.TEXT.RELATED_HOUR_11.BODY.P049,60
