sequence,target_id,offset,char,depth,role,paired_target,paired_offset
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P008,85,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.01.P008,109
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P008,109,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.01.P008,85
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P009,147,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P009,161
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P009,161,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P009,147
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P010,194,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P010,208
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P010,208,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P010,194
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P011,321,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P011,335
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P011,335,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P011,321
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P014,92,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.01.P014,118
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P014,118,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.01.P014,92
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P018,145,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P018,159
PASSION24.HOUR.01:med,PASSION24.HOUR.01.P018,159,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.P018,145
PASSION24.HOUR.01:ref,PASSION24.HOUR.01.REF.P009,312,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.REF.P009,326
PASSION24.HOUR.01:ref,PASSION24.HOUR.01.REF.P009,326,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.01.REF.P009,312
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P009,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.02.P009,93
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P009,93,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.02.P009,0
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P012,262,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.02.P012,390
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P012,390,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.02.P012,262
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P014,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.02.P014,202
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P014,202,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.02.P014,0
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P015,13,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.02.P015,146
PASSION24.HOUR.02:med,PASSION24.HOUR.02.P015,146,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.02.P015,13
PASSION24.HOUR.03:med,PASSION24.HOUR.03.P003,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.03.P003,102
PASSION24.HOUR.03:med,PASSION24.HOUR.03.P003,102,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.03.P003,0
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P009,315,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P009,327
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P009,327,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P009,315
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P010,79,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P010,91
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P010,91,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P010,79
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P011,37,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P011,49
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P011,49,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P011,37
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P012,55,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P012,67
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P012,67,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P012,55
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P013,70,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P013,82
PASSION24.HOUR.03:ref,PASSION24.HOUR.03.REF.P013,82,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.03.REF.P013,70
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P003,58,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.04.P003,89
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P003,89,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.04.P003,58
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P005,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.04.P010,142
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P010,142,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.04.P005,0
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P020,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.04.P021,190
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P021,190,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.04.P020,0
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P028,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.04.P028,238
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P028,238,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.04.P028,0
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P029,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.04.P034,112
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P034,112,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.04.P029,0
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P062,19,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.04.P065,92
PASSION24.HOUR.04:med,PASSION24.HOUR.04.P065,92,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.04.P062,19
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P002,29,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P002,189
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P002,189,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P002,29
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P005,59,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P005,223
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P005,223,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P005,59
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P008,134,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P008,151
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P008,151,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P008,134
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P009,58,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.05.P012,132
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P012,132,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.05.P009,58
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P013,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P013,109
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P013,109,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P013,0
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P015,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P015,114
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P015,114,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P015,0
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P024,25,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P024,146
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P024,146,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.P024,25
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P025,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.05.P028,482
PASSION24.HOUR.05:med,PASSION24.HOUR.05.P028,482,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.05.P025,0
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P004,50,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.REF.P004,232
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P004,232,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.REF.P004,50
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P005,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.05.REF.P005,141
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P005,141,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.05.REF.P005,0
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P005,252,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.REF.P005,351
PASSION24.HOUR.05:ref,PASSION24.HOUR.05.REF.P005,351,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.05.REF.P005,252
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P012,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.06.P012,105
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P012,105,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.06.P012,0
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P012,280,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.06.P012,300
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P012,300,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.06.P012,280
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P014,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.06.P014,141
PASSION24.HOUR.06:med,PASSION24.HOUR.06.P014,141,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.06.P014,0
PASSION24.HOUR.06:ref,PASSION24.HOUR.06.REF.P004,337,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.06.REF.P004,404
PASSION24.HOUR.06:ref,PASSION24.HOUR.06.REF.P004,404,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.06.REF.P004,337
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P007,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P007,164
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P007,164,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P007,0
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P013,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P015,146
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P015,146,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P013,0
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P016,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P019,220
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P019,220,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P016,0
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P028,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P030,21
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P030,21,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P028,0
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P117,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P117,227
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P117,227,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P117,0
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P117,537,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.P117,559
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P117,559,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.P117,537
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P118,266,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.P118,423
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P118,423,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.P118,266
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P121,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.07.P125,127
PASSION24.HOUR.07:med,PASSION24.HOUR.07.P125,127,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.07.P121,0
PASSION24.HOUR.07:ref,PASSION24.HOUR.07.REF.P004,555,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.REF.P004,688
PASSION24.HOUR.07:ref,PASSION24.HOUR.07.REF.P004,688,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.07.REF.P004,555
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P007,73,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P007,110
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P007,110,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P007,73
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P008,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.08.P008,41
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P008,41,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.08.P008,0
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P008,68,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P008,100
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P008,100,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P008,68
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P009,12,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.08.P009,41
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P009,41,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.08.P009,12
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P009,110,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.08.P009,139
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P009,139,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.08.P009,110
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P010,20,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P010,48
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P010,48,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P010,20
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P010,62,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P010,91
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P010,91,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P010,62
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P012,296,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.08.P012,318
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P012,318,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.08.P012,296
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P013,22,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P013,43
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P013,43,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P013,22
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P014,20,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.08.P014,33
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P014,33,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.08.P014,20
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P015,36,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P015,49
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P015,49,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.08.P015,36
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P030,411,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P030,425
PASSION24.HOUR.08:med,PASSION24.HOUR.08.P030,425,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.08.P030,411
PASSION24.HOUR.09:med,PASSION24.HOUR.09.P006,37,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.09.P010,146
PASSION24.HOUR.09:med,PASSION24.HOUR.09.P010,146,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.09.P006,37
PASSION24.HOUR.10:med,PASSION24.HOUR.10.P002,139,«,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.10.P002,205
PASSION24.HOUR.10:med,PASSION24.HOUR.10.P002,205,»,1,QUOTED_FORMULA_OR_TITLE_KEEP,PASSION24.HOUR.10.P002,139
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P006,194,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.11.P010,140
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P010,140,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.11.P006,194
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P020,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.11.P021,250
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P021,250,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.11.P020,0
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P027,67,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.11.P027,146
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P027,146,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.11.P027,67
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P030,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.11.P030,124
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P030,124,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.11.P030,0
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P030,299,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.11.P030,450
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P030,450,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.11.P030,299
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P032,0,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.11.P032,54
PASSION24.HOUR.11:med,PASSION24.HOUR.11.P032,54,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.11.P032,0
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P004,60,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.13.P004,100
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P004,100,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.13.P004,60
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P005,16,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.13.P005,146
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P005,146,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.13.P005,16
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P007,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.13.P009,156
PASSION24.HOUR.13:med,PASSION24.HOUR.13.P009,156,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.13.P007,0
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P003,157,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.14.P003,189
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P003,189,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.14.P003,157
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P004,93,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.14.P004,126
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P004,126,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.14.P004,93
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P005,143,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.14.P005,196
PASSION24.HOUR.14:med,PASSION24.HOUR.14.P005,196,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.14.P005,143
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P004,16,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.15.P004,43
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P004,43,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.15.P004,16
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P005,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.15.P005,161
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P005,161,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.15.P005,0
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P005,252,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.15.P005,275
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P005,275,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.15.P005,252
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P006,17,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.15.P006,87
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P006,87,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.15.P006,17
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P007,140,«,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.15.P007,187
PASSION24.HOUR.15:med,PASSION24.HOUR.15.P007,187,»,1,REPORTED_QUOTE_KEEP,PASSION24.HOUR.15.P007,140
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P002,136,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.16.P002,179
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P002,179,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.16.P002,136
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P006,62,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.16.P006,160
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P006,160,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.16.P006,62
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P008,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.16.P015,102
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P015,102,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.16.P008,0
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P026,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.16.P028,75
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P028,75,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.16.P026,0
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P041,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.16.P045,192
PASSION24.HOUR.16:med,PASSION24.HOUR.16.P045,192,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.16.P041,0
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P007,180,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P007,207
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P007,207,»,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P007,180
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P009,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P014,46
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P014,46,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P009,0
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P024,181,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P027,153
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P027,153,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P024,181
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P037,0,«,1,OUTER_DIVINE_OPEN_WRAPPER_HIDE,PASSION24.HOUR.17.P044,292
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P044,292,»,1,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,PASSION24.HOUR.17.P037,0
PASSION24.HOUR.17:med,PASSION24.HOUR.17.P045,29,«,1,NARRATIVE_QUOTE_KEEP,PASSION24.HOUR.17.P045,181
