target_id,start,end,role,reason
PASSION24.TEXT.RELATED_HOUR_17.BODY.P048,63,64,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_17.BODY.P050,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P050,50,51,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P056,56,57,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P057,94,95,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,37,38,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P058,49,50,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P059,191,192,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_17.BODY.P059,417,418,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P012,15,16,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P019,88,89,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P035,104,105,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P037,241,242,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P041,277,278,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P047,283,284,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P049,240,241,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P062,15,16,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P062,158,159,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P069,39,40,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P072,273,274,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P073,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P075,65,66,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P080,15,16,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P081,112,113,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_18.BODY.P086,150,151,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_18.BODY.P094,47,48,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P017,175,176,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_19.BODY.P033,103,104,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P056,50,51,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P060,201,202,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P067,150,151,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P074,316,317,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_19.BODY.P080,337,338,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_20.BODY.P015,104,105,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P018,131,132,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P021,49,50,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,107,108,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P023,177,178,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,312,313,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P024,607,608,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P028,412,413,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_20.BODY.P032,396,397,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P049,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P050,221,222,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P056,97,98,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P057,259,260,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,25,26,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P059,93,94,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P085,53,54,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P090,281,282,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P093,53,54,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P096,74,75,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P108,1130,1131,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_21.BODY.P123,224,225,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P009,135,136,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P013,197,198,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P022,193,194,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P034,77,78,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_22.BODY.P036,49,50,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P037,75,76,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P050,181,182,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P054,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P057,106,107,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_22.BODY.P066,68,69,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_22.BODY.P067,65,67,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_22.BODY.P076,154,155,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_22.BODY.P077,25,27,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_23.BODY.P030,133,134,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_23.BODY.P044,208,209,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P008,40,41,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P008,118,119,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P010,368,369,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P011,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P017,216,217,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P021,150,151,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.RELATED_HOUR_24.BODY.P054,94,95,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_CROSS_RECORD
PASSION24.TEXT.RELATED_HOUR_24.BODY.P089,57,58,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P003,12,13,OUTER_DIVINE_OPEN_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
PASSION24.TEXT.SHARED_T09_1910_07_04_AGONY_CROSS_LAST_BREATH.BODY.P019,467,468,OUTER_DIVINE_CLOSE_WRAPPER_HIDE,OUTER_DIVINE_DIRECT_ATTRIBUTION
